,smiles
246,[CH3:1][O:2][C@@H:3]1[CH2:4][CH2:5][CH2:6][NH:7][C:8]1=[O:9]
247,[CH3:1][C:2]1[CH2:3][CH2:4][O:5][C@@H:6]1[C:7](=[O:8])[OH:9]
248,[CH3:11][O:12][C:13](=[O:14])[C:15]1=[N:16][O:17][CH2:18][CH2:19]1
249,[CH3:9][C@:10]12[CH2:11][CH2:12][CH2:13][C@@H:14]1[CH:15][C:16]2=[O:17]
250,[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][N:7]1[CH2:8][CH2:9]1
251,[CH2:10]=[CH:11][NH:12][C:13](=[O:14])[CH:15]([CH3:16])[CH3:17]
252,[CH:1]1=[CH:2][C:3]2=[N:4][CH:5]=[CH:6][CH2:7][C:8]2=[CH:9]1
253,[CH3:1][C@@H:2]1[O:3][C@H:4]([CH:5]=[O:6])[C@H:7]([CH2:8][OH:9])[O:10]1
254,[CH3:10][C:11](=[O:12])[CH:13][C@H:14]([CH3:15])[CH2:16][CH:17]([CH3:18])[CH3:19]
255,[CH3:10][O:11][C@:12]1([CH2:13][OH:14])[CH2:15][CH2:16][O:17][CH2:18]1
256,[CH3:9][C:10]([CH3:11])([CH3:12])/[N:13]=[C:14](\[NH2:15])[NH:16][OH:17]
257,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][CH:6]/[CH:7]=[CH:8]/[CH2:9][OH:10]
258,[CH:1]1=[N:2][CH2:3][CH2:4][NH:5][NH:6]1
259,[N:11]#[C:12][C:13]1=[N:14][O:15][CH2:16][CH2:17][CH2:18]1
260,[CH3:1][O:2][CH2:3][CH2:4][n:5]1[cH:6][n:7][c:8]([NH2:9])[c:10]1
261,[CH2:1]=[C:2]([OH:3])[C@H:4]([OH:5])[C@H:6]([OH:7])[C:8](=[CH2:9])[OH:10]
262,[CH3:11][CH:12]([CH3:13])[O:14]/[CH:15]=[CH:16]\[O:17][CH:18]([CH3:19])[CH3:20]
263,[CH2:1]=[CH:2][CH2:3][C@@H:4]1[CH2:5][CH2:6][CH2:7][CH2:8][C:9]1=[CH2:10]
264,[CH3:11][CH2:12][CH2:13][c:14]1[n:15][n:16][cH:17][n:18]1[NH2:19]
265,[CH2:10][CH:11]=[C:12]=[N:13][CH2:14][CH3:15]
266,[CH3:1][CH2:2][CH2:3]/[CH:4]=[CH:5]/[N:6]1[CH2:7][CH2:8][CH2:9][CH2:10]1
267,[CH2:1]1[CH2:2][CH:3][C@@H:4]2[CH2:5][C@H:6]([CH2:7][CH2:8]1)[O:9][O:10]2
268,[CH3:9][O:10][C:11]1=[N:12][O:13][CH2:14][CH:15]1
269,[O:1]=[C:2]1[NH:3][CH2:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][C@@H:9]1[CH2:10]2
270,[CH3:11][N:12]1[CH2:13][C:14]([CH3:15])([CH3:16])[C:17](=[O:18])[NH:19]1
271,[CH3:8][CH2:9][CH2:10][CH2:11][C@@H:12]1[CH2:13][N:14]=[C:15]([CH3:16])[N:17]1
272,[NH2:11][CH2:12][CH2:13][C@:14]1([OH:15])[CH2:16][CH:17][O:18][CH2:19]1
273,[CH3:1][C:2]1([CH3:3])[O:4][CH2:5][CH2:6][O:7][C:8]1=[O:9]
274,[CH3:10][N:11]1[CH:12][C@H:13]([C:14](=[O:15])[OH:16])[C:17]1=[O:18]
275,[O:11]=[C:12][N:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]1
276,[CH3:8][CH:9][NH:10]/[C:11]([CH3:12])=[CH:13]\[CH:14]=[N:15]\[CH2:16][CH3:17]
277,[CH3:1][c:2]1[n:3][c:4]2[n:5][cH:6][n:7][cH:8][c:9]2[nH:10]1
278,[CH3:11][c:12]1[n:13][cH:14][c:15]([CH:16]=[O:17])[cH:18][c:19]1[OH:20]
279,[CH3:9][O:10][CH2:11][C@:12]1([OH:13])[CH2:14][CH:15][CH:16]=[N:17]1
280,[OH:1][CH2:2][CH2:3][NH:4][C:5]1=[CH:9][N:8][N:7]=[CH:6]1
281,[CH3:1][C:2]1[CH2:3][CH2:4][CH:5]=[C:6]1[CH2:7][OH:8]
282,[CH3:1][CH2:2][C:3](=[O:4])[NH:5][N:6]=[C:7]([CH2:8])[CH3:9]
283,[CH3:10][C:11]#[C:12][N:13]([CH3:14])[CH3:15]
284,[CH:9]1[CH2:10][c:11]2[cH:12][n:13][nH:14][c:15]2[CH2:16][NH:17]1
285,[CH3:1][N:2]1[O:3][CH2:4][C@@H:5]2[CH:6][CH2:7][CH2:8][C@H:9]12
286,[CH2:11][CH2:12][n:13]1[n:14][c:15]([CH3:16])[cH:17][c:18]1[NH:19][NH2:20]
287,[NH2:1][C:2](=[O:3])[C@@H:4]1[CH2:5][C:6]12[CH2:7][CH2:8][CH2:9][CH2:10]2
288,[CH3:1][CH2:2][C@H:3]([OH:4])[CH2:5][NH:6][CH2:7][C:8]([CH3:9])[OH:10]
289,[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[CH2:7][CH2:8][C:9]#[N:10]
290,[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH:5]=[CH:6][CH:7]=[CH:8][CH2:9]1
291,[CH3:1][C:2]([CH3:3])[N:4]1[CH2:5][O:6][CH2:7][CH2:8][O:9]1
292,[CH3:1][C:2]1=[N:3][N:4]=[C:5]([NH2:6])[NH:7][N:8]=[CH:9]1
293,[CH3:1][CH:2]([CH3:3])[CH2:4]/[CH:5]=[CH:6]/[CH2:7][OH:8]
294,[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH:5][NH:6][CH2:7][CH2:8][NH:9]1
295,[O:11]=[C:12]1[N:13][CH:14]=[C:15]([C:16](=[O:17])[OH:18])[NH:19]1
296,[CH3:10][O:11][CH2:12][C:13]1[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1
297,[CH3:9][CH2:10]/[C:11]([C:12]#[N:13])=[CH:14]/[N:15]([CH3:16])[CH3:17]
298,[CH3:7][CH2:8][n:9]1[n:10][n:11][c:12]([CH2:13][NH2:14])[n:15]1
299,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])=[O:9])[o:10]1
300,[CH3:1][C@:2]12[CH2:3][CH:4][C@H:5]([CH2:6]/[C:7]1=[N:8]\[OH:9])[CH2:10]2
301,[CH3:1][O:2][CH2:3][C:4](=[O:5])[NH:6][CH2:7][C:8](=[O:9])[OH:10]
302,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][NH:8][O:9][CH2:10]2
303,[O:1]=[C:2]1[O:3][C:4]2[CH2:5][CH2:6][C@@H:7]2[O:8]1
304,[CH2:10]/[CH:11]=[CH:12]/[C:13](=[O:14])[O:15][CH2:16][CH2:17][O:18][CH3:19]
305,[N:1]#[C:2][CH2:3][CH2:4][C:5](=[O:6])[CH2:7][C:8]([NH2:9])=[O:10]
306,[CH3:1][O:2][NH:3][CH2:4][CH2:5][C@H:6]([NH2:7])[C:8](=[O:9])[OH:10]
307,[CH3:11]/[N:12]=[C:13]/[c:14]1[o:15][cH:16][n:17][c:18]1[CH3:19]
308,[CH3:1][CH:2]([CH3:3])[N:4]1[CH:5][C:6](=[O:7])[C@@H:8]1[CH3:9]
309,[CH3:10][C@@:11]12[CH2:12][CH:13][CH2:14][O:15][C@@H:16]1[C:17](=[O:18])[CH2:19]2
310,[CH3:1]/[CH:2]=[CH:3]/[CH:4]=[N:5]/[C:6]([CH3:7])([CH3:8])[CH3:9]
311,[CH3:1][CH2:2][n:3]1[cH:4][cH:5][c:6]([C:7](=[N:8])[NH2:9])[cH:10]1
312,[CH2:1][C@H:2]1[CH2:3][C@@H:4]([CH3:5])[NH:6][CH2:7][NH:8]1
313,[CH3:11][CH2:12][O:13][C:14]1=[CH:15][C:16](=[O:17])[N:18]([CH3:19])[CH2:20]1
314,[CH2:10]=[CH:11][C:12]1=[CH:13][C@@H:14]2[O:15][C@:16]2([CH3:17])[CH:18]=[CH:19]1
315,[CH3:11][O:12][C:13](=[O:14])[c:15]1[c:16][cH:17][n:18]([CH3:19])[cH:20]1
316,[CH3:1][CH2:2][N:3]1[CH2:4][CH2:5][C:6]([CH2:7][OH:8])[CH2:9]1
317,[CH3:1][C@:2]([OH:3])([C:4]#[C:5][CH2:6][O:7])[CH2:8][OH:9]
318,[CH3:11][O:12][c:13]1[c:14][cH:15][n:16][cH:17][c:18]1[CH2:19][NH2:20]
319,[CH2:1]=[CH:2][CH2:3][CH2:4][C:5]1([CH2:6][OH:7])[CH2:8][CH2:9]1
320,[CH2:1]1[CH:2]2[CH2:3][CH:4]1[C:5]1[O:6][C@@H:7]1[CH2:8]2
321,[CH3:1][C@:2]1([CH2:3][CH2:4][OH:5])[CH2:6][CH2:7][O:8][CH2:9][O:10]1
322,[CH2:1][n:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][c:8]1[CH:9]=[O:10]
323,[CH3:11][CH:12]([CH3:13])[CH2:14][CH:15]=[CH2:16]
324,[CH3:1][C@@H:2]1[CH2:3][N:4]([CH3:5])[C@H:6]([CH3:7])[N:8]1[CH3:9]
325,[CH3:11][C@@H:12]1[CH2:13][CH2:14][NH:15][CH2:16][CH:17][NH:18]1
326,[CH3:1][C:2](=[O:3])[C:4]([CH3:5])[CH2:6][CH2:7][CH:8]=[O:9]
327,[CH3:10][O:11][C@@H:12]1[CH2:13][N:14]=[C:15][NH:16][CH2:17]1
328,[CH3:9][O:10][c:11]1[c:12]([CH3:13])[n:14][c:15][n:16][c:17]1[NH2:18]
329,[CH3:1][c:2]1[nH:3][nH:4][c:5](=[O:6])[c:7]1[C:8]=[O:9]
330,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6]([CH3:7])[c:8](=[N:9])[n:10]1
331,[OH:1][CH2:2]/[CH:3]=[C:4]/[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1
332,[CH3:1][CH2:2][NH:3][N:4]1[CH2:5][CH2:6][O:7][C:8]1=[O:9]
333,[CH3:1][C:2]1([CH3:3])[CH2:4][CH:5]=[CH:6][C@H:7]([OH:8])[C:9]1[OH:10]
334,[CH3:1][CH:2][C@H:3]([CH3:4])[C@@H:5]1[CH2:6][C:7](=[O:8])[NH:9]1
335,[NH:1][C@@:2]1([OH:3])[CH2:4][O:5][C:6]1=[O:7]
336,[CH3:1][CH2:2][O:3][C:4](=[O:5])[O:6][C:7]([CH3:8])[CH2:9][CH3:10]
337,[CH3:11][c:12]1[cH:13][c:14][c:15]([C:16]#[N:17])[n:18][c:19]1[NH2:20]
338,[CH3:1][CH2:2][C@@H:3]1[CH2:4][C:5]([NH2:6])[C:7](=[O:8])[O:9]1
339,[CH3:11][C:12]1=[CH:13][C@H:14]([CH3:15])[O:16][CH2:17]1
340,[CH2:1]=[CH:2]/[N:3]=[CH:4]/[O:5][CH:6]([CH3:7])[CH3:8]
341,[CH3:1][C:2](=[O:3])[C:4]1=[CH:5][NH:6][C:7](=[O:8])[CH2:9][CH2:10]1
342,[CH3:10][O:11][C@@H:12]1[CH2:13][O:14][CH2:15][CH2:16][C:17]1[OH:18]
343,[CH3:9][N:10]([CH2:11][CH2:12][NH2:13])[C:14](=[O:15])[O:16][CH3:17]
344,[CH3:1][N:2]1[CH2:3][CH2:4][C:5](=[N:6][OH:7])[CH2:8][CH2:9]1
345,[CH3:1][CH2:2][CH2:3][NH:4][c:5]1[n:6][c:7]([CH3:8])[c:9][o:10]1
346,[O:11]=[C:12][c:13]1[cH:14][cH:15][nH:16][c:17]1[CH:18]=[O:19]
347,[CH3:11][O:12][C:13](=[O:14])[C@H:15]([NH2:16])[CH2:17][O:18][NH2:19]
348,[CH2:1][C:2]1=[N:3][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][OH:9]
349,[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][N:6]=[C:7]=[O:8]
350,[CH2:9][C@:10]1([OH:11])[O:12][CH2:13][CH2:14][O:15][C@@H:16]1[OH:17]
351,[CH3:1][C@@H:2]1[CH2:3][N:4]([CH3:5])[CH2:6][CH2:7][O:8]1
352,[CH2:9][N:10]([CH2:11][CH2:12][NH2:13])[C:14](=[O:15])[O:16][CH3:17]
353,[CH2:1]=[CH:2][C@:3]1([OH:4])[CH:5]=[C:6]([CH3:7])[CH2:8][CH2:9][CH2:10]1
354,[CH3:11][CH2:12][O:13]/[C:14]([NH2:15])=[CH:16]/[C:17](=[O:18])[O:19][CH3:20]
355,[CH:1]1=[c:2]2[cH:3][c:4][cH:5][n:6][c:7]2=[N:8][CH2:9][O:10]1
356,[CH3:11][C:12]([CH3:13])=[C:14]1[C@@H:15]2[CH2:16][CH2:17][CH2:18][C@H:19]12
357,[C:11]1=[CH:12][O:13][C:14]2=[N:15][CH2:16][N:17]=[CH:18][C:19]2=[CH:20]1
358,[CH:1]=[CH:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1
359,[CH3:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]([OH:18])[c:19]1[NH2:20]
360,[CH3:10][CH2:11][CH2:12]/[C:13]=[N:14]/[O:15][CH3:16]
361,[CH3:10][C:11]1([CH3:12])[CH2:13][C@@H:14]([OH:15])[CH:16]=[CH:17][O:18]1
362,[CH3:10]/[CH:11]=[C:12]/[C:13]1([OH:14])[CH2:15][CH2:16]1
363,[CH3:9][N:10]1[CH2:11][CH2:12][N:13]([CH2:14][CH:15]=[O:16])[CH2:17][CH2:18]1
364,[CH3:10][N:11]([CH3:12])[C:13](=[O:14])[C@@H:15]([NH:16])[CH2:17][OH:18]
365,[CH3:1][CH2:2][NH:3][C:4](=[O:5])[NH:6][C:7]([CH3:8])=[O:9]
366,[CH2:1]/[CH:2]=[C:3](\[CH3:4])[C@H:5]([OH:6])[C:7]#[N:8]
367,[CH2:10][C@H:11]([CH:12]=[CH2:13])[CH2:14][CH2:15][CH:16]=[CH2:17]
368,[CH3:1][O:2][CH:3][CH2:4][CH2:5][C@H:6]([CH3:7])[OH:8]
369,[CH3:11][C:12]([CH3:13])=[C:14]1[C@H:15]2[CH:16][CH2:17][CH2:18][C@@H:19]12
370,[CH3:9][C@@H:10]1[CH2:11][O:12][CH2:13][C:14]1=[O:15]
371,[CH3:1][N:2]1[O:3][CH2:4][C:5]([CH3:6])([CH3:7])[C:8]1=[O:9]
372,[CH3:11][CH2:12][CH2:13][CH2:14][C:15](=[NH:16])[NH2:17]
373,[NH2:1]/[C:2]=[C:3]1\[C:4](=[O:5])[CH2:6][CH2:7][O:8][C:9]1=[O:10]
374,[CH3:1][C@@H:2]1[CH2:3][CH2:4][C@H:5]([CH2:6][OH:7])[O:8]1
375,[O:1]=[C:2]1[O:3][CH2:4][CH2:5][C:6]2=[C:7]1[CH2:8][C:9]=[CH:10]2
376,[CH2:1]=[CH:2][C:3]#[C:4][C@:5]([CH3:6])([OH:7])[CH2:8][CH2:9][CH3:10]
377,[CH2:10]1[N:11]2[CH2:12][NH:13][CH2:14][N:15]1[CH2:16][NH:17][CH2:18]2
378,[CH3:11][CH2:12][C@H:13]([C:14]=[O:15])[C@H:16]([OH:17])[CH:18]([CH3:19])[CH3:20]
379,[CH3:10][CH2:11][c:12]1[cH:13][c:14][n:15][n:16][c:17]1[NH2:18]
380,[CH2:11][C@:12]1([CH:13]=[O:14])[NH:15][C:16](=[O:17])[NH:18][C:19]1=[O:20]
381,[CH3:1][CH2:2][CH2:3][CH2:4][C@H:5]([CH3:6])[C@H:7]([CH3:8])[CH2:9][CH3:10]
382,[CH2:1]=[CH:2][C:3]([CH3:4])([CH3:5])[C:6]([OH:7])[C:8](=[CH2:9])[CH3:10]
383,[CH3:11][C:12]1=[C:13]([CH3:14])[CH2:15][C:16]([CH2:17][OH:18])[O:19][CH2:20]1
384,[CH3:9][CH2:10][C@H:11]([NH2:12])[C@H:13]([CH2:14][CH3:15])[O:16][NH2:17]
385,[CH3:10][c:11]1[cH:12][n:13][c:14]2[n:15]1[CH2:16][CH2:17][NH:18][CH2:19]2
386,[O:11]=[CH:12][CH2:13][CH2:14][C@@H:15]1[CH2:16][C:17]=[CH:18][CH2:19][CH2:20]1
387,[CH3:10][CH2:11][CH2:12]/[CH:13]=[N:14]/[O:15][CH3:16]
388,[CH3:1][C:2]([CH3:3])[C@@H:4]1[NH:5][CH2:6][CH2:7][CH2:8][O:9]1
389,[CH3:1][CH2:2][O:3][CH:4]1[CH2:5][C:6]([NH:7][CH3:8])[CH2:9]1
390,[CH3:6][CH2:7][C@@:8]1([C:9]([CH3:10])=[O:11])[O:12][C@H:13]1[CH3:14]
391,[CH2:11]=[CH:12][CH2:13][O:14][C:15](=[O:16])[CH:17]=[CH2:18]
392,[N:1]#[C:2][C:3]1=[CH:4][C@H:5]([C:6]#[N:7])[CH2:8][CH2:9]1
393,[CH:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([NH2:7])[c:8]([NH2:9])[cH:10]1
394,[CH3:1][C:2]1=[CH:3][C:4]([CH3:5])([CH3:6])[CH2:7][CH:8][CH2:9]1
395,[CH3:1][CH2:2][CH2:3][C@:4]([CH3:5])([OH:6])[CH:7]1[CH2:8][CH2:9]1
396,[CH3:1][O:2][C@:3]12[CH2:4][CH2:5][C@H:6]([CH2:7][C:8]1=[O:9])[CH2:10]2
397,[CH2:9][N:10]1[CH2:11][CH2:12][NH:13][CH2:14][C@H:15]1[CH2:16][CH3:17]
398,[CH3:1][C@H:2]([C:3]#[N:4])[NH:5][OH:6]
399,[CH3:11][c:12]1[n:13][c:14]([CH3:15])[c:16]([CH3:17])[n:18][c:19]1[CH3:20]
400,[CH3:1][NH:2][CH2:3][C:4]=[C:5]([CH3:6])[CH3:7]
401,[CH2:10]/[C:11](=[C:12](/[CH3:13])[C:14](=[O:15])[OH:16])[CH:17]1[CH2:18][CH2:19]1
402,[CH2:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][C@:6]1([NH2:7])[C:8]([NH2:9])=[O:10]
403,[CH3:11][CH2:12][O:13][CH:14][O:15][CH2:16][CH2:17][CH2:18][CH2:19][OH:20]
404,[CH2:10][C@H:11]([OH:12])[C@@H:13]1[O:14][C@@H:15]1[C@H:16]([CH3:17])[OH:18]
405,[CH3:1][CH:2]([CH3:3])[CH2:4]/[CH:5]=[N:6]/[CH2:7][CH2:8][OH:9]
406,[CH2:1][C@H:2]1[CH:3]=[CH:4][C@@H:5]([CH3:6])[O:7]1
407,[CH3:1][c:2]1[cH:3][c:4][n:5]([NH2:6])[c:7](=[O:8])[cH:9]1
408,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7](=[O:8])[OH:9]
409,[CH3:10][N:11]1[CH2:12][CH2:13][C:14](=[O:15])[N:16]1[CH3:17]
410,[CH2:9][N:10]1[CH:11]2[CH2:12][CH2:13][CH2:14][CH:15]1[CH2:16][CH2:17][CH2:18]2
411,[CH3:1][O:2][C:3](=[O:4])[N:5]([NH2:6])[CH2:7][CH2:8][OH:9]
412,[CH2:1]=[C:2]1[CH:3][O:4][C@:5]2([CH2:6][CH2:7][CH2:8][O:9]2)[O:10]1
413,[CH3:10][N:11]([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH3:17]
414,[CH2:8]=[CH:9][C:10]([O:11])([CH:12]1[CH2:13][CH2:14]1)[CH:15]1[CH2:16][CH2:17]1
415,[CH3:11][n:12]1[cH:13][c:14]2[c:15]([cH:16]1)[CH2:17][N:18][CH2:19][CH2:20]2
416,[O:10]=[C:11]([OH:12])[c:13]1[c:14][cH:15][c:16](=[O:17])[o:18][cH:19]1
417,[CH2:11]1[CH2:12][CH2:13][N:14]2[CH2:15][NH:16][CH2:17][CH2:18][C@@H:19]2[CH2:20]1
418,[O:11]=[C:12]([CH2:13][OH:14])[CH2:15][C:16]([OH:17])[CH2:18][OH:19]
419,[O:1]=[CH:2][C@H:3]([OH:4])[n:5]1[cH:6][cH:7][n:8][cH:9]1
420,[CH3:10][O:11][C@@H:12]1[CH:13]=[CH:14][C@H:15]([O:16][CH3:17])[CH2:18]1
421,[CH3:11][C:12](=[O:13])[CH2:14][O:15][CH2:16][CH2:17][C:18]#[N:19]
422,[CH3:8][c:9]1[cH:10][nH:11][c:12]2[cH:13][cH:14][cH:15][c:16]-2[cH:17]1
423,[CH3:1][C@:2]12[CH:3]=[C:4][C@H:5]([CH2:6][CH2:7]1)[CH2:8][C:9]2=[O:10]
424,[CH3:9][CH2:10][CH2:11][CH2:12][C@H:13]([NH2:14])[C@H:15]([CH3:16])[NH:17]
425,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][CH:9]=[O:10]
426,[O:11]=[CH:12][CH2:13][CH2:14][C:15](=[O:16])[CH2:17][OH:18]
427,[CH3:1][O:2][C@@H:3]1[CH:4]=[C:5][NH:6][C:7]1=[O:8]
428,[CH:11]1=[N:12][CH2:13][N:14]=[CH:15][CH:16]=[CH:17]1
429,[CH3:1][C@:2]1([OH:3])[NH:4][C:5](=[O:6])[NH:7][NH:8][C:9]1[OH:10]
430,[OH:10][CH2:11][C@H:12]1[CH2:13][C@H:14]1[CH2:15][OH:16]
431,[O:9]=[C:10]([OH:11])[C@@H:12]1[CH2:13][C:14]12[CH2:15][CH2:16][CH2:17]2
432,[CH3:1][CH:2][C:3]([O:4][CH3:5])=[C:6]([C:7]#[N:8])[C:9]#[N:10]
433,[CH3:10][O:11][C@@H:12]1[N:13]=[C:14]([NH:15])[NH:16][C@H:17]1[O:18][CH3:19]
434,[cH:1]1[cH:2][c:3]2[cH:4][n:5][n:6][n:7][c:8]2[cH:9][n:10]1
435,[CH3:1]/[N:2]=[C:3](\[CH3:4])[NH:5][C:6]#[N:7]
436,[O:11]=[c:12]1[cH:13][c:14]([OH:15])[cH:16][c:17]([CH:18][OH:19])[o:20]1
437,[CH3:1][CH:2]/[CH:3]=[CH:4]/[C:5](=[O:6])/[CH:7]=[CH:8]/[OH:9]
438,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7])[CH:8]([CH3:9])[CH3:10]
439,[CH3:10][CH:11][C:12](/[CH:13]=[N:14]\[OH:15])=[CH:16]\[CH2:17][CH2:18][CH3:19]
440,[O:9]=[C:10]1[N:11][NH:12][c:13]2[cH:14][n:15][cH:16][n:17][c:18]21
441,[CH3:11][N:12]1[CH:13][CH2:14][C:15]([NH2:16])=[CH:17][CH2:18]1
442,[CH2:1]/[CH:2]=[CH:3]/[C@H:4]1[CH2:5][CH2:6][C@H:7]1/[CH:8]=[CH:9]/[CH3:10]
443,[CH3:1][CH2:2][CH2:3][CH2:4]/[C:5]([CH3:6])=[N:7]/[NH2:8]
444,[CH:10]#[C:11][C:12](=[O:13])[NH:14][CH:15]([CH3:16])[CH3:17]
445,[CH3:11][CH2:12][C:13]([NH2:14])=[C:15]([C:16]#[N:17])[C:18]#[N:19]
446,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH2:7])[n:8][cH:9]1
447,[NH2:10][CH2:11][CH2:12][CH2:13][c:14]1[n:15][cH:16][n:17][o:18]1
448,[CH3:11][CH2:12][O:13][C@H:14]([CH3:15])[NH2:16]
449,[CH2:9][C@@H:10]1[O:11][C:12](=[O:13])[NH:14][C@@H:15]1[C:16](=[O:17])[OH:18]
450,[CH2:9][C@@H:10]1[CH2:11][O:12][CH2:13][C@H:14]([CH3:15])[NH:16]1
451,[CH:1]1=[N:2][O:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][n:9][c:10]21
452,[CH:10]1=[C:11]2[CH:12]=[N:13][CH:14]=[C:15]2[CH2:16][N:17]=[CH:18]1
453,[CH3:1][CH2:2][O:3][C@:4]12[CH:5]=[CH:6][C@@H:7]1[CH:8]=[CH:9][CH2:10]2
454,[CH2:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1
455,[CH3:1][C@@H:2]1[CH2:3][CH2:4][C:5](=[O:6])[C:7](=[O:8])[CH2:9]1
456,[O:1]=[C:2]1[CH:3]=[CH:4][C:5](=[O:6])[C:7]([OH:8])=[C:9]1[OH:10]
457,[CH:11]#[C:12][CH2:13][N:14]1[CH2:15][CH2:16][C:17]([CH3:18])[CH2:19][CH2:20]1
458,[CH3:10][C:11]1([CH3:12])[CH:13][CH:14]=[C:15]([OH:16])[C:17]1=[O:18]
459,[CH3:11][C@:12]([NH2:13])([CH2:14][CH2:15][NH2:16])[C:17](=[O:18])[OH:19]
460,[CH3:1][C:2](=[O:3])[NH:4][n:5]1[cH:6][cH:7][cH:8][c:9]1[CH3:10]
461,[CH3:1][CH2:2][C@H:3]([NH2:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1
462,[CH3:10][C:11]1([CH3:12])[O:13][C@H:14]([OH:15])[CH2:16][C:17]1=[O:18]
463,[CH3:1][CH2:2][C@:3]([CH3:4])([OH:5])[C@H:6]([O:7])[C:8](=[O:9])[OH:10]
464,[CH:9]#[C:10][CH2:11][n:12]1[cH:13][cH:14][n:15][cH:16]1
465,[CH2:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH3:10]
466,[CH2:11][C:12]1=[CH:13][C@H:14]([CH3:15])[O:16][CH2:17]1
467,[CH2:10]=[CH:11][CH2:12][CH2:13][C:14]([CH3:15])([CH3:16])[CH2:17][OH:18]
468,[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH:6][CH2:7][CH2:8][O:9]1
469,[CH3:9]/[CH:10]=[CH:11]/[CH2:12][CH2:13][CH2:14][CH2:15][CH:16]=[O:17]
470,[CH2:1]1[CH2:2][C@@H:3]2[O:4][C@@H:5]2[CH:6][NH:7]1
471,[CH3:1][c:2]1[n:3][n:4][cH:5][o:6][cH:7][cH:8][o:9]1
472,[CH3:1][C:2]1([CH3:3])[CH2:4][C@H:5]([OH:6])[C@@H:7]2[CH:8][CH2:9][C@H:10]12
473,[CH3:1][C@@H:2]1[CH2:3][NH:4][C@@H:5]([NH2:6])[C@H:7]([OH:8])[C@@H:9]1[OH:10]
474,[CH3:1][CH:2][O:3][C:4](=[O:5])[C@:6]1([CH3:7])[N:8]=[C:9]1[CH3:10]
475,[CH:10]1=[N:11][CH2:12][NH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]21
476,[CH:1]1=[CH:2][C@@H:3]2[CH2:4][CH2:5][C@H:6]([CH:7]1)[NH:8]2
477,[O:7]=[C:8]1[NH:9][CH2:10][c:11]2[cH:12][n:13][cH:14][cH:15][c:16]21
478,[CH3:1][c:2]1[cH:3][o:4][c:5]2[c:6]1[CH2:7][CH2:8][CH2:9]2
479,[CH3:8][CH2:9][NH:10][CH2:11][CH2:12][CH2:13][CH2:14][NH2:15]
480,[CH2:9]=[CH:10][C:11]1=[CH:12][C:13]([CH3:14])([CH3:15])[CH2:16][CH2:17][CH2:18]1
481,[CH:1]1=[CH:2][N:3]2[CH2:4][CH2:5][CH2:6][N:7]2[CH2:8]1
482,[CH3:1][CH2:2][CH2:3][C@H:4]([CH3:5])[N:6]([CH3:7])[N:8]=[O:9]
483,[CH3:1][C@:2]1([CH2:3][NH2:4])[CH2:5][CH2:6][O:7][CH2:8]1
484,[CH3:9][CH:10]([CH3:11])[N:12]([CH:13]=[O:14])[CH:15]1[CH2:16][CH2:17]1
485,[CH3:8][C:9]1=[CH:10][C@H:11]([CH3:12])[CH2:13][CH2:14][C@@H:15]1[CH3:16]
486,[CH3:1][c:2]1[cH:3][nH:4][cH:5][c:6]([OH:7])[c:8]1=[O:9]
487,[CH3:1][CH2:2][NH:3][C:4]1=[N:5][CH:6][CH2:7][O:8]1
